ID	Time	Envelop	Features	actual_distance	actual_height	hazard	surface	movement	filename
1	26.443,26.491,26.539,26.587,26.635,26.683,26.731,26.779,26.827,26.875,26.923,26.971,27.019,27.067,27.115,27.163,27.211,27.259,27.307,27.355,27.403,27.451,27.499,27.547,27.595,27.643,27.691,27.739,27.787,27.835,27.883,27.931,27.979,28.027,28.075,28.123,28.171,28.219,28.267,28.315	54.0,54.0,54.0,54.0,54.0,55.0,60.0,73.0,88.0,101.0,110.0,114.0,114.0,112.0,106.0,97.0,87.0,77.0,69.0,63.0,60.0,59.0,59.0,58.0,57.0,56.0,55.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	114.0,26.664,0.336,1.152,0.621897810219	4.0	10.0	0	0	1	20160317-110617-4m-curb10-move10.json
2	26.383,26.431,26.479,26.527,26.576,26.624,26.672,26.72,26.768,26.816,26.864,26.912,26.96,27.008,27.056,27.104,27.152,27.2,27.248,27.296,27.344,27.392,27.44,27.488,27.536,27.584,27.632,27.68,27.728,27.776,27.824,27.872,27.92,27.968,28.016,28.064,28.112,28.16,28.208,28.256	54.0,54.0,54.0,54.0,54.0,56.0,60.0,67.0,76.0,85.0,89.0,90.0,87.0,83.0,76.0,69.0,64.0,60.0,58.0,57.0,56.0,56.0,56.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	90.0,13.944,0.288,0.96,0.645892351275	4.0	10.0	0	0	1	20160317-110617-4m-curb10-move10.json
3	26.189,26.237,26.285,26.333,26.383,26.431,26.479,26.527,26.575,26.623,26.671,26.719,26.767,26.815,26.863,26.911,26.959,27.007,27.055,27.103,27.151,27.199,27.247,27.295,27.343,27.391,27.439,27.487,27.535,27.583,27.634,27.682,27.73,27.778,27.826,27.874,27.922,27.97,28.018,28.066	54.0,54.0,54.0,54.0,54.0,55.0,60.0,74.0,91.0,105.0,115.0,119.0,121.0,119.0,114.0,107.0,97.0,87.0,77.0,69.0,64.0,62.0,60.0,59.0,58.0,58.0,57.0,56.0,56.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	121.0,32.643,0.336,1.251,0.538385409303	4.0	10.0	0	0	1	20160317-110617-4m-curb10-move10.json
4	26.236,26.284,26.332,26.38,26.428,26.476,26.524,26.572,26.62,26.668,26.716,26.764,26.812,26.86,26.908,26.956,27.004,27.052,27.1,27.148,27.196,27.244,27.292,27.34,27.388,27.436,27.484,27.532,27.58,27.632,27.68,27.728,27.776,27.824,27.872,27.92,27.968,28.016,28.064,28.112	54.0,54.0,54.0,54.0,54.0,55.0,61.0,71.0,83.0,94.0,102.0,105.0,105.0,102.0,98.0,92.0,84.0,76.0,70.0,64.0,61.0,58.0,57.0,56.0,56.0,56.0,55.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	105.0,24.192,0.336,1.156,0.562790697674	4.0	10.0	0	0	1	20160317-110617-4m-curb10-move10.json
5	26.004,26.052,26.1,26.148,26.196,26.244,26.292,26.34,26.388,26.436,26.484,26.532,26.58,26.628,26.676,26.724,26.772,26.82,26.868,26.916,26.964,27.012,27.06,27.108,27.156,27.204,27.252,27.3,27.348,27.396,27.444,27.492,27.54,27.588,27.636,27.684,27.732,27.78,27.828,27.876	54.0,54.0,54.0,54.0,54.0,55.0,59.0,68.0,81.0,94.0,103.0,107.0,107.0,104.0,99.0,91.0,82.0,74.0,67.0,62.0,59.0,57.0,56.0,56.0,56.0,56.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	107.0,23.88,0.336,1.104,0.61003236246	4.0	10.0	0	0	1	20160317-110617-4m-curb10-move10.json
6	25.855,25.903,25.951,25.999,26.047,26.095,26.143,26.191,26.239,26.287,26.335,26.383,26.431,26.479,26.527,26.575,26.623,26.671,26.719,26.767,26.815,26.863,26.911,26.959,27.007,27.055,27.103,27.151,27.199,27.247,27.295,27.343,27.391,27.439,27.487,27.535,27.583,27.635,27.683,27.731	54.0,54.0,54.0,54.0,54.0,55.0,60.0,71.0,85.0,96.0,104.0,108.0,108.0,105.0,98.0,90.0,82.0,74.0,67.0,62.0,59.0,58.0,57.0,57.0,56.0,56.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,53.0,54.0,54.0	108.0,24.624,0.336,1.008,0.598130841122	4.0	10.0	0	0	1	20160317-110617-4m-curb10-move10.json
7	25.71,25.758,25.806,25.854,25.902,25.95,25.998,26.046,26.094,26.143,26.191,26.239,26.287,26.335,26.383,26.431,26.479,26.527,26.575,26.623,26.671,26.719,26.768,26.816,26.864,26.912,26.96,27.008,27.056,27.104,27.152,27.2,27.248,27.296,27.344,27.392,27.44,27.488,27.536,27.584	54.0,54.0,54.0,54.0,54.0,57.0,69.0,88.0,105.0,117.0,124.0,128.0,127.0,125.0,120.0,111.0,100.0,87.0,77.0,68.0,63.0,60.0,59.0,58.0,57.0,56.0,56.0,56.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	128.0,36.9645,0.289,1.154,0.430625435405	4.0	10.0	0	0	1	20160317-110617-4m-curb10-move10.json
8	25.708,25.756,25.804,25.852,25.9,25.948,25.996,26.044,26.092,26.14,26.188,26.236,26.284,26.332,26.38,26.428,26.476,26.524,26.572,26.62,26.668,26.716,26.764,26.812,26.86,26.908,26.956,27.004,27.052,27.1,27.148,27.196,27.244,27.292,27.34,27.388,27.436,27.484,27.532,27.58	54.0,54.0,54.0,54.0,54.0,55.0,61.0,73.0,87.0,99.0,107.0,111.0,111.0,108.0,102.0,93.0,84.0,75.0,67.0,63.0,60.0,59.0,57.0,56.0,56.0,56.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,53.0,54.0	111.0,26.928,0.336,1.056,0.564853556485	4.0	10.0	0	0	1	20160317-110617-4m-curb10-move10.json
9	25.618,25.667,25.715,25.763,25.811,25.859,25.907,25.955,26.003,26.051,26.099,26.147,26.195,26.243,26.291,26.339,26.387,26.435,26.483,26.531,26.579,26.627,26.675,26.723,26.771,26.819,26.867,26.915,26.963,27.011,27.059,27.107,27.155,27.203,27.251,27.299,27.347,27.395,27.443,27.491	54.0,54.0,54.0,54.0,54.0,57.0,64.0,75.0,87.0,97.0,103.0,105.0,105.0,103.0,99.0,93.0,85.0,77.0,70.0,64.0,60.0,58.0,56.0,56.0,56.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	105.0,23.208,0.336,1.008,0.633445945946	4.0	10.0	0	0	1	20160317-110617-4m-curb10-move10.json
10	25.674,25.722,25.77,25.818,25.866,25.914,25.962,26.01,26.058,26.106,26.154,26.202,26.25,26.298,26.346,26.394,26.442,26.49,26.538,26.586,26.634,26.682,26.73,26.778,26.826,26.874,26.922,26.97,27.018,27.066,27.114,27.162,27.21,27.258,27.307,27.355,27.403,27.451,27.499,27.547	54.0,54.0,54.0,54.0,54.0,58.0,65.0,75.0,82.0,87.0,88.0,86.0,82.0,77.0,71.0,67.0,63.0,60.0,58.0,57.0,56.0,56.0,55.0,55.0,55.0,54.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	88.0,13.368,0.24,0.912,0.517711171662	4.0	10.0	0	0	1	20160317-110617-4m-curb10-move10.json
11	25.626,25.674,25.722,25.77,25.818,25.866,25.914,25.962,26.01,26.058,26.106,26.154,26.202,26.25,26.298,26.346,26.394,26.442,26.49,26.538,26.586,26.634,26.682,26.73,26.778,26.826,26.874,26.922,26.97,27.018,27.066,27.114,27.162,27.21,27.258,27.306,27.354,27.402,27.45,27.498	54.0,54.0,54.0,54.0,54.0,58.0,66.0,80.0,95.0,106.0,113.0,115.0,114.0,110.0,103.0,94.0,84.0,75.0,68.0,63.0,59.0,57.0,56.0,56.0,56.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	115.0,26.256,0.288,1.056,0.553977272727	4.0	10.0	0	0	1	20160317-110617-4m-curb10-move10.json
12	25.66,25.708,25.756,25.804,25.852,25.9,25.948,25.996,26.044,26.092,26.14,26.188,26.236,26.284,26.333,26.381,26.429,26.477,26.525,26.573,26.621,26.669,26.717,26.765,26.813,26.861,26.909,26.958,27.006,27.054,27.102,27.15,27.198,27.246,27.294,27.342,27.39,27.438,27.486,27.534	54.0,54.0,54.0,54.0,54.0,56.0,62.0,70.0,79.0,85.0,86.0,84.0,81.0,76.0,71.0,67.0,63.0,59.0,57.0,56.0,55.0,55.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	86.0,12.2085,0.24,0.913,0.501937626868	4.0	10.0	0	0	1	20160317-110617-4m-curb10-move10.json
13	26.7,26.748,26.796,26.844,26.892,26.94,26.988,27.036,27.084,27.132,27.18,27.228,27.276,27.324,27.372,27.42,27.468,27.516,27.564,27.612,27.66,27.708,27.756,27.804,27.852,27.9,27.948,27.996,28.044,28.092,28.14,28.188,28.236,28.284,28.332,28.38,28.428,28.476,28.524,28.572	54.0,54.0,53.0,54.0,54.0,57.0,62.0,71.0,81.0,88.0,92.0,92.0,89.0,85.0,79.0,73.0,67.0,63.0,60.0,57.0,56.0,56.0,55.0,55.0,54.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,53.0,54.0	92.0,15.552,0.288,0.864,0.6	4.0	10.0	0	0	1	20160317-094649-4m-curb10-move10.json
14	26.461,26.509,26.557,26.605,26.653,26.701,26.749,26.797,26.845,26.893,26.941,26.989,27.037,27.085,27.133,27.181,27.23,27.278,27.326,27.374,27.422,27.47,27.518,27.566,27.614,27.662,27.71,27.758,27.806,27.854,27.902,27.95,27.998,28.046,28.094,28.142,28.19,28.238,28.286,28.334	54.0,54.0,54.0,54.0,54.0,55.0,60.0,68.0,77.0,84.0,89.0,89.0,86.0,82.0,76.0,70.0,65.0,61.0,59.0,58.0,57.0,57.0,56.0,56.0,56.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	89.0,14.755,0.288,1.009,0.537780093799	4.0	10.0	0	0	1	20160317-094649-4m-curb10-move10.json
15	26.465,26.513,26.561,26.609,26.657,26.705,26.753,26.801,26.849,26.897,26.945,26.993,27.041,27.089,27.137,27.185,27.233,27.281,27.329,27.377,27.425,27.473,27.521,27.569,27.617,27.665,27.713,27.761,27.809,27.857,27.905,27.953,28.001,28.049,28.097,28.145,28.193,28.241,28.289,28.337	54.0,54.0,53.0,54.0,54.0,57.0,68.0,84.0,99.0,109.0,116.0,117.0,116.0,111.0,104.0,94.0,85.0,75.0,69.0,64.0,61.0,60.0,58.0,58.0,57.0,56.0,56.0,55.0,55.0,55.0,54.0,55.0,54.0,53.0,54.0,53.0,53.0,54.0,53.0,54.0	117.0,27.96,0.288,1.152,0.514954486346	4.0	10.0	0	0	1	20160317-094649-4m-curb10-move10.json
16	26.461,26.509,26.557,26.605,26.653,26.701,26.749,26.797,26.845,26.893,26.941,26.989,27.037,27.085,27.133,27.181,27.229,27.277,27.325,27.373,27.421,27.469,27.517,27.565,27.613,27.661,27.709,27.757,27.805,27.853,27.901,27.949,27.997,28.045,28.093,28.141,28.189,28.237,28.285,28.333	53.0,53.0,53.0,54.0,53.0,54.0,60.0,72.0,88.0,101.0,110.0,115.0,115.0,113.0,108.0,100.0,90.0,79.0,71.0,65.0,60.0,59.0,58.0,58.0,58.0,57.0,56.0,56.0,55.0,55.0,54.0,54.0,54.0,53.0,54.0,53.0,53.0,54.0,53.0,53.0	115.0,29.376,0.336,1.152,0.561224489796	4.0	10.0	0	0	1	20160317-094649-4m-curb10-move10.json
17	26.608,26.656,26.704,26.752,26.8,26.848,26.896,26.944,26.992,27.04,27.088,27.136,27.184,27.232,27.28,27.328,27.376,27.424,27.472,27.52,27.568,27.616,27.664,27.712,27.76,27.808,27.856,27.904,27.952,28.0,28.048,28.096,28.144,28.192,28.24,28.288,28.336,28.384,28.432,28.48	54.0,53.0,53.0,54.0,53.0,54.0,60.0,74.0,93.0,106.0,116.0,122.0,123.0,122.0,117.0,110.0,100.0,89.0,78.0,70.0,64.0,61.0,59.0,58.0,57.0,56.0,56.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	123.0,34.968,0.336,1.152,0.517708333333	4.0	10.0	0	0	1	20160317-094649-4m-curb10-move10.json
18	26.703,26.751,26.799,26.847,26.895,26.943,26.991,27.039,27.087,27.135,27.183,27.231,27.279,27.327,27.375,27.423,27.471,27.519,27.567,27.615,27.663,27.711,27.759,27.807,27.855,27.903,27.951,27.999,28.047,28.095,28.143,28.191,28.239,28.287,28.335,28.383,28.431,28.479,28.527,28.575	55.0,55.0,55.0,55.0,56.0,58.0,62.0,66.0,72.0,77.0,79.0,78.0,75.0,72.0,68.0,64.0,60.0,58.0,57.0,56.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	79.0,10.056,0.24,1.056,0.529197080292	4.0	10.0	0	0	1	20160317-094649-4m-curb10-move10.json
19	26.606,26.654,26.702,26.75,26.798,26.846,26.894,26.942,26.99,27.038,27.086,27.134,27.182,27.23,27.278,27.326,27.374,27.422,27.47,27.518,27.566,27.614,27.662,27.71,27.758,27.806,27.854,27.902,27.95,27.998,28.046,28.094,28.142,28.19,28.238,28.286,28.334,28.382,28.43,28.478	54.0,54.0,53.0,53.0,54.0,56.0,62.0,72.0,83.0,92.0,97.0,99.0,97.0,93.0,86.0,79.0,71.0,65.0,61.0,58.0,56.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,53.0,53.0,53.0,54.0,54.0,53.0,53.0,54.0,54.0,54.0,54.0,54.0	99.0,17.856,0.288,0.816,0.61038961039	4.0	10.0	0	0	1	20160317-094649-4m-curb10-move10.json
20	26.68,26.728,26.776,26.824,26.872,26.92,26.968,27.017,27.065,27.113,27.161,27.209,27.257,27.305,27.353,27.401,27.449,27.497,27.545,27.593,27.641,27.689,27.737,27.785,27.833,27.881,27.929,27.977,28.025,28.073,28.121,28.169,28.217,28.265,28.313,28.361,28.409,28.457,28.505,28.553	54.0,53.0,54.0,53.0,54.0,58.0,65.0,78.0,88.0,97.0,102.0,100.0,97.0,91.0,84.0,76.0,68.0,63.0,60.0,58.0,57.0,56.0,55.0,56.0,54.0,54.0,54.0,54.0,54.0,53.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,53.0,54.0	102.0,20.45,0.241,0.865,0.44176536943	4.0	10.0	0	0	1	20160317-094649-4m-curb10-move10.json
21	26.561,26.609,26.657,26.705,26.753,26.801,26.849,26.897,26.945,26.993,27.041,27.089,27.137,27.185,27.233,27.281,27.329,27.377,27.425,27.473,27.521,27.569,27.617,27.665,27.713,27.761,27.809,27.857,27.905,27.953,28.001,28.049,28.097,28.145,28.193,28.241,28.289,28.337,28.385,28.433	54.0,54.0,54.0,54.0,54.0,54.0,59.0,71.0,87.0,101.0,111.0,115.0,117.0,115.0,110.0,103.0,93.0,83.0,73.0,66.0,63.0,63.0,63.0,63.0,62.0,61.0,59.0,57.0,56.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	117.0,28.488,0.336,1.248,0.621584699454	4.0	10.0	0	0	1	20160317-094649-4m-curb10-move10.json
22	26.618,26.666,26.714,26.762,26.81,26.858,26.906,26.954,27.002,27.05,27.098,27.146,27.194,27.242,27.29,27.338,27.386,27.434,27.482,27.53,27.578,27.626,27.674,27.722,27.77,27.818,27.866,27.914,27.962,28.01,28.058,28.106,28.154,28.202,28.25,28.298,28.346,28.394,28.442,28.49	55.0,54.0,55.0,54.0,57.0,58.0,64.0,70.0,76.0,80.0,82.0,82.0,80.0,77.0,72.0,69.0,65.0,63.0,58.0,58.0,58.0,57.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,55.0,54.0,56.0,55.0,54.0,56.0,56.0,56.0,55.0,54.0	82.0,12.144,0.288,1.2,0.591194968553	4.0	10.0	0	0	1	20160317-094649-4m-curb10-move10.json
23	26.565,26.613,26.661,26.709,26.757,26.806,26.854,26.902,26.95,26.998,27.046,27.094,27.142,27.19,27.238,27.286,27.334,27.382,27.431,27.479,27.527,27.575,27.623,27.671,27.719,27.767,27.815,27.863,27.911,27.959,28.007,28.056,28.104,28.152,28.2,28.248,28.296,28.344,28.392,28.44	54.0,53.0,53.0,54.0,53.0,56.0,65.0,82.0,99.0,111.0,119.0,123.0,122.0,120.0,114.0,105.0,95.0,83.0,74.0,66.0,61.0,59.0,58.0,57.0,58.0,57.0,57.0,56.0,55.0,55.0,54.0,55.0,54.0,53.0,54.0,53.0,54.0,54.0,53.0,54.0	123.0,31.476,0.288,1.153,0.481084133258	4.0	10.0	0	0	1	20160317-094649-4m-curb10-move10.json
24	26.42,26.468,26.516,26.564,26.612,26.66,26.708,26.756,26.804,26.852,26.9,26.948,26.996,27.044,27.092,27.14,27.188,27.236,27.284,27.332,27.38,27.428,27.476,27.524,27.572,27.62,27.668,27.716,27.764,27.812,27.86,27.908,27.956,28.004,28.052,28.1,28.148,28.196,28.244,28.292	54.0,54.0,54.0,54.0,54.0,55.0,61.0,71.0,82.0,91.0,96.0,97.0,94.0,90.0,84.0,76.0,70.0,64.0,60.0,58.0,57.0,57.0,57.0,57.0,57.0,56.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	97.0,17.04,0.288,1.104,0.591928251121	4.0	10.0	0	0	1	20160317-094649-4m-curb10-move10.json
25	26.47,26.518,26.566,26.614,26.662,26.71,26.758,26.806,26.854,26.902,26.95,26.998,27.046,27.094,27.142,27.19,27.238,27.286,27.334,27.382,27.43,27.478,27.526,27.574,27.622,27.67,27.718,27.766,27.814,27.862,27.91,27.958,28.006,28.054,28.102,28.15,28.198,28.246,28.294,28.342	54.0,54.0,54.0,54.0,54.0,57.0,67.0,84.0,101.0,111.0,118.0,120.0,118.0,115.0,107.0,98.0,89.0,79.0,71.0,64.0,62.0,61.0,60.0,58.0,57.0,56.0,56.0,55.0,54.0,55.0,54.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,53.0,54.0	120.0,32.952,0.288,1.056,0.431699687174	4.0	10.0	0	0	1	20160317-094649-4m-curb10-move10.json
26	26.515,26.563,26.611,26.659,26.707,26.755,26.803,26.851,26.899,26.947,26.995,27.043,27.091,27.139,27.187,27.235,27.283,27.331,27.379,27.427,27.475,27.523,27.571,27.619,27.667,27.715,27.763,27.811,27.859,27.907,27.955,28.003,28.051,28.099,28.147,28.195,28.243,28.291,28.339,28.387	54.0,54.0,54.0,54.0,54.0,56.0,66.0,85.0,101.0,113.0,121.0,123.0,123.0,120.0,114.0,107.0,97.0,87.0,78.0,70.0,65.0,62.0,61.0,61.0,59.0,58.0,57.0,56.0,56.0,55.0,55.0,55.0,54.0,55.0,54.0,54.0,55.0,54.0,54.0,54.0	123.0,33.144,0.336,1.248,0.558690744921	4.0	10.0	0	0	1	20160317-094649-4m-curb10-move10.json
27	26.714,26.762,26.81,26.858,26.906,26.954,27.002,27.05,27.098,27.146,27.194,27.242,27.29,27.338,27.386,27.434,27.482,27.53,27.578,27.626,27.674,27.722,27.77,27.818,27.866,27.914,27.962,28.01,28.058,28.106,28.154,28.202,28.25,28.298,28.346,28.394,28.442,28.49,28.538,28.586	54.0,54.0,54.0,54.0,55.0,59.0,65.0,71.0,75.0,77.0,77.0,74.0,71.0,68.0,65.0,61.0,58.0,57.0,56.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	77.0,9.024,0.24,0.72,0.560165975104	4.0	10.0	0	0	1	20160317-094649-4m-curb10-move10.json
28	26.473,26.521,26.569,26.617,26.665,26.713,26.761,26.809,26.857,26.905,26.953,27.001,27.049,27.097,27.145,27.193,27.241,27.289,27.337,27.385,27.433,27.481,27.529,27.577,27.625,27.674,27.722,27.77,27.818,27.866,27.914,27.962,28.01,28.058,28.106,28.154,28.202,28.25,28.299,28.347	54.0,54.0,54.0,54.0,54.0,57.0,65.0,77.0,89.0,97.0,102.0,102.0,99.0,93.0,86.0,77.0,70.0,64.0,60.0,58.0,56.0,56.0,56.0,55.0,55.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	102.0,19.488,0.288,1.057,0.595284872299	4.0	15.0	0	0	1	20160317-111716-4m-curb15-move10.json
29	26.571,26.619,26.667,26.715,26.763,26.812,26.86,26.908,26.956,27.004,27.052,27.1,27.148,27.196,27.244,27.292,27.34,27.388,27.437,27.485,27.533,27.581,27.629,27.677,27.725,27.773,27.821,27.869,27.917,27.965,28.013,28.062,28.11,28.158,28.206,28.254,28.302,28.35,28.398,28.446	54.0,54.0,54.0,54.0,55.0,58.0,63.0,70.0,78.0,85.0,88.0,88.0,87.0,83.0,78.0,73.0,68.0,63.0,59.0,57.0,56.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	88.0,14.6575,0.288,0.817,0.579216721435	4.0	15.0	0	0	1	20160317-111716-4m-curb15-move10.json
30	26.521,26.569,26.617,26.665,26.713,26.761,26.809,26.857,26.905,26.953,27.001,27.049,27.097,27.145,27.193,27.241,27.289,27.337,27.385,27.433,27.481,27.529,27.577,27.625,27.673,27.721,27.769,27.817,27.866,27.914,27.962,28.01,28.058,28.106,28.154,28.202,28.25,28.298,28.346,28.394	54.0,54.0,54.0,54.0,55.0,58.0,64.0,76.0,90.0,101.0,107.0,110.0,110.0,108.0,103.0,95.0,85.0,76.0,68.0,63.0,60.0,60.0,60.0,60.0,59.0,58.0,56.0,55.0,54.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	110.0,24.768,0.336,1.056,0.675324675325	4.0	15.0	0	0	1	20160317-111716-4m-curb15-move10.json
31	26.617,26.665,26.714,26.762,26.81,26.858,26.906,26.954,27.002,27.05,27.098,27.146,27.194,27.242,27.29,27.339,27.387,27.435,27.483,27.531,27.579,27.627,27.675,27.723,27.771,27.819,27.867,27.915,27.963,28.011,28.059,28.107,28.155,28.203,28.251,28.299,28.347,28.395,28.443,28.491	54.0,54.0,54.0,54.0,54.0,56.0,60.0,67.0,76.0,85.0,92.0,96.0,96.0,93.0,89.0,83.0,78.0,72.0,67.0,64.0,61.0,58.0,57.0,56.0,55.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	96.0,20.9015,0.336,1.057,0.541692789969	4.0	15.0	0	0	1	20160317-111716-4m-curb15-move10.json
32	26.665,26.713,26.761,26.809,26.857,26.905,26.953,27.001,27.049,27.097,27.145,27.193,27.241,27.289,27.337,27.385,27.433,27.481,27.529,27.577,27.625,27.673,27.721,27.769,27.817,27.865,27.913,27.961,28.009,28.057,28.105,28.153,28.201,28.249,28.297,28.345,28.394,28.442,28.49,28.538	54.0,54.0,54.0,54.0,54.0,57.0,62.0,68.0,74.0,77.0,78.0,76.0,73.0,69.0,64.0,61.0,58.0,57.0,56.0,56.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	78.0,8.4,0.24,1.008,0.627906976744	4.0	15.0	0	0	1	20160317-111716-4m-curb15-move10.json
33	26.624,26.672,26.72,26.768,26.816,26.864,26.912,26.96,27.008,27.056,27.104,27.152,27.2,27.248,27.296,27.344,27.392,27.44,27.488,27.536,27.584,27.632,27.68,27.728,27.776,27.824,27.872,27.92,27.968,28.016,28.064,28.112,28.16,28.208,28.256,28.304,28.352,28.4,28.448,28.496	54.0,54.0,54.0,54.0,55.0,56.0,61.0,70.0,78.0,86.0,90.0,91.0,90.0,85.0,80.0,73.0,68.0,63.0,60.0,58.0,57.0,56.0,56.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,55.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0	91.0,15.144,0.288,0.96,0.589420654912	4.0	15.0	0	0	1	20160317-111716-4m-curb15-move10.json
34	26.669,26.717,26.765,26.813,26.861,26.909,26.957,27.005,27.053,27.101,27.149,27.197,27.245,27.293,27.341,27.389,27.437,27.485,27.533,27.581,27.629,27.677,27.725,27.773,27.821,27.869,27.917,27.965,28.013,28.061,28.109,28.157,28.205,28.253,28.301,28.349,28.397,28.445,28.493,28.541	54.0,54.0,53.0,54.0,55.0,58.0,65.0,73.0,82.0,87.0,88.0,87.0,83.0,79.0,74.0,69.0,65.0,61.0,59.0,57.0,56.0,55.0,55.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	88.0,13.992,0.24,0.96,0.483460559796	4.0	15.0	0	0	1	20160317-111716-4m-curb15-move10.json
35	26.578,26.626,26.674,26.722,26.77,26.818,26.866,26.914,26.962,27.01,27.058,27.106,27.155,27.203,27.251,27.299,27.347,27.395,27.443,27.491,27.539,27.587,27.635,27.683,27.731,27.78,27.828,27.876,27.924,27.972,28.02,28.068,28.116,28.164,28.212,28.26,28.308,28.356,28.404,28.452	54.0,54.0,54.0,54.0,55.0,57.0,64.0,75.0,87.0,98.0,103.0,104.0,99.0,92.0,83.0,74.0,66.0,62.0,60.0,59.0,57.0,57.0,56.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,53.0,54.0	104.0,19.4425,0.288,0.962,0.646204648406	4.0	15.0	0	0	1	20160317-111716-4m-curb15-move10.json
36	26.527,26.575,26.623,26.671,26.719,26.767,26.815,26.863,26.911,26.961,27.009,27.057,27.105,27.153,27.201,27.249,27.297,27.345,27.393,27.441,27.489,27.537,27.585,27.633,27.681,27.729,27.777,27.825,27.873,27.921,27.969,28.017,28.065,28.113,28.161,28.209,28.257,28.305,28.353,28.401	54.0,54.0,54.0,54.0,55.0,57.0,62.0,69.0,76.0,81.0,83.0,83.0,80.0,76.0,72.0,68.0,64.0,60.0,58.0,56.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	83.0,11.84,0.29,0.818,0.628162816282	4.0	15.0	0	0	1	20160317-111716-4m-curb15-move10.json
