ID	Time	Envelop	Features	actual_distance	actual_height	hazard	surface	movement	filename
337	26.446,26.494,26.542,26.59,26.638,26.686,26.734,26.782,26.83,26.878,26.926,26.974,27.022,27.07,27.118,27.166,27.214,27.262,27.31,27.358,27.406,27.454,27.502,27.55,27.598,27.646,27.694,27.742,27.79,27.838,27.886,27.934,27.982,28.03,28.078,28.126,28.174,28.222,28.27,28.318	54.0,53.0,53.0,54.0,54.0,55.0,60.0,70.0,84.0,95.0,102.0,104.0,102.0,98.0,92.0,84.0,76.0,69.0,64.0,60.0,58.0,57.0,56.0,56.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	104.0,21.24,0.288,1.008,0.528497409326	4.0	15.0	0	0	1	20160317-112848-4m-curb15-move10.json
338	26.295,26.343,26.391,26.439,26.487,26.535,26.583,26.631,26.679,26.727,26.775,26.823,26.871,26.919,26.967,27.015,27.063,27.111,27.159,27.207,27.255,27.303,27.351,27.399,27.447,27.495,27.543,27.591,27.639,27.687,27.735,27.783,27.831,27.879,27.927,27.975,28.023,28.071,28.119,28.167	54.0,55.0,54.0,55.0,54.0,56.0,59.0,62.0,69.0,75.0,80.0,84.0,83.0,78.0,75.0,69.0,65.0,62.0,59.0,57.0,56.0,57.0,55.0,55.0,55.0,54.0,55.0,54.0,55.0,54.0,54.0,55.0,54.0,55.0,54.0,54.0,55.0,54.0,54.0,54.0	84.0,11.664,0.288,0.912,0.65306122449	4.0	15.0	0	0	1	20160317-112848-4m-curb15-move10.json
339	26.437,26.485,26.533,26.581,26.629,26.677,26.725,26.773,26.821,26.869,26.917,26.965,27.013,27.061,27.109,27.157,27.205,27.253,27.301,27.349,27.397,27.446,27.494,27.542,27.59,27.638,27.686,27.734,27.782,27.83,27.878,27.926,27.974,28.022,28.071,28.119,28.167,28.215,28.263,28.311	53.0,54.0,54.0,54.0,54.0,57.0,67.0,82.0,96.0,107.0,113.0,115.0,114.0,111.0,105.0,97.0,87.0,78.0,70.0,64.0,60.0,58.0,58.0,57.0,57.0,56.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	115.0,25.5685,0.288,1.057,0.563583549916	4.0	15.0	0	0	1	20160317-112848-4m-curb15-move10.json
340	26.423,26.471,26.519,26.567,26.615,26.663,26.711,26.759,26.807,26.855,26.903,26.951,26.999,27.047,27.095,27.143,27.191,27.239,27.287,27.335,27.383,27.431,27.479,27.527,27.575,27.623,27.671,27.719,27.767,27.815,27.863,27.911,27.959,28.007,28.055,28.103,28.151,28.199,28.247,28.295	54.0,56.0,55.0,54.0,56.0,56.0,60.0,75.0,91.0,106.0,118.0,125.0,127.0,129.0,129.0,126.0,120.0,113.0,100.0,89.0,78.0,70.0,64.0,61.0,58.0,59.0,56.0,58.0,57.0,55.0,55.0,54.0,56.0,56.0,56.0,55.0,54.0,55.0,54.0,55.0	129.0,37.992,0.432,1.2,0.77466367713	4.0	15.0	0	0	1	20160317-112848-4m-curb15-move10.json
341	26.328,26.376,26.424,26.472,26.52,26.568,26.616,26.664,26.712,26.76,26.808,26.856,26.904,26.952,27.0,27.048,27.097,27.145,27.193,27.241,27.289,27.337,27.385,27.433,27.481,27.529,27.577,27.625,27.673,27.721,27.769,27.817,27.865,27.913,27.961,28.009,28.057,28.105,28.153,28.201	53.0,54.0,54.0,54.0,54.0,54.0,59.0,71.0,87.0,102.0,112.0,118.0,119.0,119.0,116.0,110.0,102.0,92.0,83.0,74.0,67.0,62.0,59.0,57.0,57.0,56.0,55.0,55.0,55.0,53.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	119.0,31.739,0.384,1.105,0.679401026509	4.0	15.0	0	0	1	20160317-112848-4m-curb15-move10.json
342	26.306,26.354,26.402,26.45,26.498,26.546,26.594,26.642,26.69,26.738,26.786,26.834,26.882,26.93,26.978,27.026,27.074,27.122,27.17,27.218,27.266,27.314,27.362,27.41,27.458,27.506,27.554,27.602,27.65,27.698,27.746,27.794,27.842,27.89,27.938,27.986,28.034,28.082,28.13,28.178	54.0,54.0,54.0,54.0,54.0,55.0,59.0,66.0,73.0,81.0,86.0,88.0,89.0,87.0,83.0,79.0,73.0,68.0,63.0,59.0,57.0,56.0,56.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	89.0,14.208,0.336,0.96,0.741176470588	4.0	15.0	0	0	1	20160317-112848-4m-curb15-move10.json
343	26.201,26.249,26.297,26.345,26.393,26.441,26.489,26.537,26.585,26.633,26.681,26.729,26.777,26.825,26.873,26.921,26.969,27.017,27.065,27.113,27.161,27.209,27.257,27.305,27.353,27.401,27.449,27.497,27.545,27.593,27.641,27.689,27.737,27.785,27.833,27.881,27.929,27.977,28.025,28.073	55.0,54.0,55.0,54.0,55.0,55.0,60.0,75.0,89.0,103.0,112.0,119.0,119.0,117.0,113.0,106.0,98.0,87.0,76.0,70.0,65.0,63.0,60.0,60.0,59.0,56.0,57.0,55.0,54.0,56.0,56.0,56.0,55.0,54.0,55.0,54.0,56.0,55.0,54.0,55.0	119.0,30.48,0.336,1.056,0.569839307787	4.0	15.0	0	0	1	20160317-112848-4m-curb15-move10.json
344	26.187,26.235,26.283,26.331,26.379,26.427,26.475,26.523,26.571,26.619,26.667,26.715,26.763,26.811,26.859,26.907,26.955,27.003,27.051,27.099,27.147,27.195,27.243,27.291,27.339,27.388,27.436,27.484,27.532,27.58,27.628,27.676,27.724,27.772,27.82,27.868,27.916,27.964,28.013,28.061	53.0,53.0,54.0,54.0,54.0,55.0,59.0,68.0,79.0,90.0,98.0,102.0,102.0,98.0,91.0,84.0,75.0,68.0,63.0,59.0,57.0,55.0,55.0,55.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	102.0,20.185,0.336,1.009,0.685313517575	4.0	15.0	0	0	1	20160317-112848-4m-curb15-move10.json
345	26.157,26.205,26.253,26.301,26.349,26.397,26.445,26.493,26.541,26.589,26.637,26.685,26.733,26.781,26.829,26.877,26.925,26.973,27.021,27.069,27.117,27.165,27.213,27.261,27.309,27.357,27.405,27.453,27.501,27.549,27.597,27.645,27.693,27.741,27.789,27.837,27.885,27.933,27.981,28.029	54.0,54.0,54.0,54.0,54.0,59.0,74.0,93.0,109.0,119.0,126.0,129.0,129.0,127.0,123.0,116.0,107.0,95.0,84.0,75.0,69.0,66.0,63.0,62.0,60.0,59.0,58.0,57.0,56.0,56.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	129.0,44.856,0.336,1.296,0.422374429224	4.0	15.0	0	0	1	20160317-112848-4m-curb15-move10.json
346	26.06,26.108,26.156,26.204,26.252,26.3,26.348,26.396,26.444,26.492,26.54,26.588,26.636,26.684,26.732,26.78,26.828,26.876,26.924,26.972,27.02,27.068,27.116,27.165,27.213,27.261,27.309,27.357,27.405,27.453,27.501,27.549,27.597,27.645,27.693,27.741,27.79,27.838,27.886,27.934	55.0,54.0,55.0,54.0,56.0,57.0,59.0,63.0,70.0,80.0,88.0,93.0,95.0,95.0,93.0,88.0,83.0,77.0,72.0,67.0,64.0,60.0,59.0,57.0,57.0,56.0,57.0,56.0,56.0,56.0,56.0,56.0,55.0,54.0,56.0,55.0,54.0,55.0,54.0,56.0	95.0,20.854,0.384,1.297,0.671261420099	4.0	15.0	0	0	1	20160317-112848-4m-curb15-move10.json
347	26.071,26.119,26.167,26.215,26.263,26.311,26.359,26.407,26.455,26.503,26.551,26.599,26.647,26.695,26.743,26.791,26.839,26.887,26.935,26.983,27.031,27.079,27.127,27.175,27.223,27.271,27.319,27.367,27.415,27.463,27.511,27.559,27.607,27.655,27.703,27.751,27.799,27.847,27.895,27.943	54.0,54.0,54.0,54.0,54.0,57.0,61.0,66.0,70.0,72.0,72.0,70.0,67.0,65.0,63.0,62.0,60.0,58.0,57.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,53.0,54.0,54.0	72.0,7.032,0.24,0.72,0.534031413613	4.0	15.0	0	0	1	20160317-112848-4m-curb15-move10.json
348	26.191,26.239,26.287,26.335,26.383,26.431,26.479,26.527,26.575,26.623,26.671,26.719,26.767,26.815,26.863,26.911,26.959,27.007,27.055,27.103,27.151,27.199,27.247,27.295,27.343,27.391,27.439,27.487,27.535,27.583,27.631,27.679,27.727,27.775,27.823,27.871,27.919,27.967,28.015,28.063	54.0,53.0,53.0,54.0,54.0,58.0,69.0,83.0,98.0,109.0,115.0,118.0,117.0,113.0,107.0,97.0,87.0,77.0,69.0,63.0,59.0,58.0,57.0,56.0,56.0,55.0,54.0,54.0,54.0,54.0,53.0,53.0,54.0,53.0,54.0,53.0,53.0,54.0,53.0,53.0	118.0,28.968,0.288,0.96,0.510638297872	4.0	15.0	0	0	1	20160317-112848-4m-curb15-move10.json
349	26.093,26.141,26.189,26.237,26.285,26.333,26.381,26.429,26.477,26.525,26.573,26.622,26.67,26.718,26.766,26.814,26.862,26.91,26.958,27.006,27.054,27.102,27.15,27.198,27.246,27.294,27.342,27.39,27.438,27.486,27.534,27.582,27.63,27.678,27.726,27.774,27.822,27.87,27.918,27.966	54.0,54.0,54.0,54.0,54.0,57.0,61.0,69.0,76.0,81.0,82.0,80.0,76.0,72.0,67.0,63.0,60.0,57.0,56.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	82.0,9.9985,0.24,0.673,0.592498208171	4.0	15.0	0	0	1	20160317-112848-4m-curb15-move10.json
350	26.663,26.711,26.759,26.807,26.855,26.903,26.951,26.999,27.047,27.095,27.143,27.191,27.239,27.287,27.335,27.383,27.431,27.479,27.527,27.575,27.623,27.671,27.719,27.767,27.815,27.863,27.911,27.959,28.007,28.055,28.103,28.151,28.199,28.247,28.295,28.343,28.391,28.439,28.487,28.535	54.0,54.0,54.0,54.0,54.0,55.0,67.0,88.0,107.0,120.0,129.0,133.0,134.0,133.0,130.0,124.0,116.0,105.0,94.0,84.0,76.0,71.0,68.0,66.0,64.0,62.0,60.0,59.0,57.0,56.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,55.0,55.0,55.0	134.0,48.696,0.336,1.296,0.387824897401	4.0	15.0	0	0	1	20160317-084446-4m-curb15-move10.json
351	26.662,26.71,26.758,26.806,26.854,26.902,26.95,26.998,27.046,27.094,27.142,27.19,27.238,27.286,27.334,27.382,27.43,27.478,27.526,27.574,27.622,27.67,27.718,27.766,27.814,27.862,27.91,27.958,28.006,28.054,28.102,28.15,28.198,28.246,28.294,28.342,28.39,28.438,28.486,28.534	54.0,54.0,54.0,54.0,54.0,55.0,59.0,70.0,87.0,103.0,115.0,123.0,126.0,126.0,124.0,120.0,113.0,103.0,91.0,81.0,72.0,66.0,63.0,61.0,60.0,60.0,59.0,58.0,56.0,56.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	126.0,37.344,0.384,1.2,0.599177800617	4.0	15.0	0	0	1	20160317-084446-4m-curb15-move10.json
352	26.584,26.632,26.68,26.728,26.776,26.824,26.872,26.92,26.968,27.016,27.064,27.112,27.16,27.208,27.256,27.304,27.352,27.4,27.448,27.496,27.544,27.592,27.64,27.688,27.736,27.784,27.832,27.88,27.928,27.976,28.024,28.072,28.12,28.168,28.216,28.264,28.312,28.36,28.408,28.456	54.0,54.0,54.0,54.0,54.0,55.0,60.0,73.0,90.0,104.0,115.0,121.0,124.0,124.0,121.0,116.0,108.0,98.0,87.0,77.0,69.0,63.0,60.0,59.0,58.0,57.0,57.0,56.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	124.0,36.648,0.384,1.152,0.590625	4.0	15.0	0	0	1	20160317-084446-4m-curb15-move10.json
353	26.726,26.774,26.822,26.87,26.918,26.966,27.014,27.062,27.11,27.158,27.206,27.254,27.302,27.35,27.398,27.446,27.494,27.542,27.59,27.638,27.686,27.734,27.782,27.83,27.878,27.926,27.974,28.022,28.07,28.118,28.166,28.214,28.262,28.31,28.358,28.406,28.454,28.502,28.55,28.598	54.0,54.0,54.0,54.0,56.0,58.0,62.0,66.0,68.0,69.0,68.0,65.0,62.0,59.0,57.0,56.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	69.0,4.608,0.192,0.624,0.655172413793	4.0	15.0	0	0	1	20160317-084446-4m-curb15-move10.json
354	26.615,26.663,26.711,26.759,26.807,26.855,26.903,26.951,26.999,27.047,27.095,27.143,27.191,27.239,27.287,27.335,27.383,27.431,27.479,27.527,27.575,27.623,27.671,27.719,27.767,27.815,27.863,27.911,27.959,28.007,28.055,28.103,28.151,28.199,28.247,28.295,28.343,28.391,28.439,28.487	54.0,54.0,54.0,54.0,54.0,55.0,60.0,68.0,79.0,88.0,93.0,95.0,95.0,91.0,85.0,78.0,72.0,66.0,64.0,62.0,61.0,60.0,59.0,57.0,56.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	95.0,21.216,0.336,1.056,0.495769881557	4.0	15.0	0	0	1	20160317-084446-4m-curb15-move10.json
355	26.596,26.644,26.692,26.74,26.788,26.836,26.884,26.932,26.98,27.028,27.076,27.124,27.172,27.22,27.268,27.316,27.364,27.412,27.46,27.508,27.556,27.604,27.652,27.7,27.748,27.796,27.844,27.892,27.94,27.988,28.036,28.084,28.132,28.18,28.228,28.276,28.324,28.372,28.42,28.468	54.0,54.0,54.0,54.0,54.0,55.0,62.0,79.0,99.0,114.0,124.0,130.0,133.0,133.0,131.0,126.0,118.0,108.0,96.0,84.0,73.0,66.0,62.0,61.0,60.0,59.0,58.0,57.0,56.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,56.0,56.0,55.0,55.0	133.0,48.24,0.384,1.632,0.466083150985	4.0	15.0	0	0	1	20160317-084446-4m-curb15-move10.json
356	26.45,26.498,26.546,26.594,26.642,26.69,26.738,26.786,26.834,26.882,26.93,26.978,27.026,27.074,27.122,27.17,27.218,27.266,27.314,27.362,27.41,27.458,27.506,27.554,27.602,27.65,27.698,27.746,27.794,27.842,27.89,27.938,27.986,28.034,28.082,28.13,28.178,28.226,28.274,28.322	54.0,54.0,54.0,55.0,55.0,57.0,64.0,74.0,86.0,95.0,100.0,102.0,100.0,95.0,88.0,80.0,74.0,67.0,62.0,59.0,57.0,56.0,56.0,56.0,57.0,56.0,56.0,55.0,55.0,55.0,55.0,55.0,55.0,54.0,55.0,55.0,54.0,55.0,54.0,54.0	102.0,19.824,0.288,1.296,0.588461538462	4.0	15.0	0	0	1	20160317-084446-4m-curb15-move10.json
357	26.451,26.499,26.547,26.595,26.643,26.691,26.739,26.787,26.835,26.883,26.931,26.979,27.027,27.075,27.123,27.171,27.219,27.267,27.315,27.363,27.411,27.459,27.507,27.555,27.603,27.651,27.7,27.748,27.796,27.844,27.892,27.94,27.988,28.036,28.084,28.132,28.18,28.228,28.276,28.325	54.0,54.0,54.0,55.0,55.0,57.0,68.0,83.0,99.0,109.0,115.0,118.0,117.0,114.0,107.0,97.0,87.0,78.0,69.0,64.0,60.0,59.0,58.0,58.0,57.0,57.0,56.0,56.0,55.0,55.0,55.0,54.0,55.0,54.0,55.0,55.0,54.0,54.0,55.0,55.0	118.0,28.4905,0.288,1.201,0.512033965769	4.0	15.0	0	0	1	20160317-084446-4m-curb15-move10.json
358	26.548,26.596,26.644,26.692,26.74,26.788,26.837,26.885,26.933,26.981,27.029,27.077,27.125,27.173,27.221,27.269,27.317,27.365,27.413,27.463,27.511,27.559,27.607,27.655,27.703,27.751,27.799,27.847,27.895,27.943,27.991,28.039,28.087,28.135,28.183,28.231,28.279,28.327,28.375,28.423	54.0,55.0,55.0,54.0,56.0,58.0,64.0,73.0,82.0,88.0,90.0,89.0,86.0,81.0,76.0,70.0,65.0,62.0,59.0,58.0,57.0,55.0,55.0,55.0,54.0,55.0,54.0,55.0,55.0,54.0,55.0,55.0,55.0,55.0,54.0,55.0,55.0,54.0,55.0,54.0	90.0,12.773,0.241,0.723,0.514285714286	4.0	15.0	0	0	1	20160317-084446-4m-curb15-move10.json
359	26.644,26.692,26.74,26.788,26.836,26.884,26.933,26.981,27.029,27.077,27.125,27.173,27.221,27.269,27.317,27.365,27.413,27.461,27.509,27.557,27.605,27.653,27.701,27.749,27.797,27.845,27.893,27.941,27.989,28.037,28.085,28.133,28.181,28.229,28.277,28.325,28.373,28.421,28.469,28.517	55.0,54.0,55.0,55.0,55.0,59.0,64.0,71.0,76.0,78.0,77.0,74.0,71.0,67.0,62.0,60.0,58.0,57.0,56.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,54.0,55.0,55.0,54.0,54.0,54.0,54.0,55.0,54.0,54.0,55.0,54.0,54.0	78.0,7.7895,0.193,0.625,0.502604166667	4.0	15.0	0	0	1	20160317-084446-4m-curb15-move10.json
360	26.547,26.595,26.643,26.691,26.739,26.787,26.835,26.883,26.931,26.979,27.027,27.075,27.123,27.171,27.219,27.267,27.315,27.363,27.411,27.459,27.507,27.555,27.603,27.651,27.699,27.747,27.795,27.843,27.891,27.939,27.987,28.035,28.083,28.131,28.179,28.227,28.275,28.323,28.371,28.419	55.0,54.0,55.0,55.0,55.0,57.0,64.0,78.0,94.0,106.0,115.0,120.0,122.0,122.0,118.0,111.0,102.0,90.0,79.0,70.0,65.0,61.0,59.0,60.0,59.0,58.0,57.0,56.0,56.0,55.0,55.0,55.0,55.0,55.0,55.0,54.0,55.0,54.0,55.0,55.0	122.0,30.792,0.384,1.104,0.75034106412	4.0	15.0	0	0	1	20160317-084446-4m-curb15-move10.json
361	26.645,26.693,26.741,26.789,26.837,26.885,26.933,26.981,27.029,27.077,27.125,27.173,27.221,27.269,27.317,27.365,27.413,27.461,27.509,27.557,27.605,27.653,27.701,27.749,27.797,27.845,27.893,27.941,27.989,28.037,28.086,28.134,28.182,28.23,28.278,28.326,28.374,28.422,28.47,28.518	55.0,55.0,54.0,55.0,55.0,57.0,60.0,63.0,69.0,74.0,77.0,80.0,80.0,77.0,74.0,70.0,66.0,62.0,60.0,59.0,57.0,57.0,56.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,54.0,55.0,55.0,55.0,55.0,55.0,55.0	80.0,10.44,0.336,0.816,0.754032258065	4.0	15.0	0	0	1	20160317-084446-4m-curb15-move10.json
362	26.243,26.291,26.339,26.387,26.435,26.483,26.531,26.579,26.627,26.675,26.723,26.771,26.819,26.867,26.915,26.963,27.011,27.059,27.107,27.155,27.203,27.251,27.299,27.347,27.395,27.443,27.491,27.539,27.587,27.635,27.683,27.731,27.779,27.827,27.875,27.923,27.971,28.019,28.067,28.115	54.0,54.0,54.0,55.0,56.0,58.0,60.0,64.0,68.0,71.0,72.0,71.0,69.0,66.0,63.0,60.0,58.0,56.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	72.0,6.384,0.24,0.72,0.705128205128	4.0	15.0	0	0	1	20160317-112155-4m-curb15-move10.json
363	26.286,26.334,26.382,26.43,26.478,26.526,26.574,26.622,26.67,26.718,26.766,26.814,26.862,26.91,26.958,27.006,27.054,27.102,27.15,27.198,27.246,27.294,27.342,27.39,27.438,27.486,27.534,27.582,27.63,27.678,27.726,27.774,27.822,27.87,27.918,27.966,28.014,28.062,28.11,28.158	54.0,54.0,54.0,54.0,54.0,57.0,64.0,78.0,92.0,103.0,109.0,113.0,113.0,111.0,106.0,98.0,88.0,78.0,70.0,64.0,60.0,59.0,58.0,58.0,57.0,57.0,56.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	113.0,27.648,0.336,1.152,0.597780859917	4.0	15.0	0	0	1	20160317-112155-4m-curb15-move10.json
364	26.421,26.469,26.517,26.565,26.613,26.661,26.709,26.757,26.805,26.858,26.906,26.955,27.003,27.051,27.099,27.147,27.195,27.243,27.291,27.339,27.387,27.435,27.483,27.531,27.579,27.627,27.675,27.723,27.771,27.819,27.867,27.915,27.963,28.011,28.059,28.107,28.155,28.203,28.251,28.299	54.0,54.0,54.0,54.0,54.0,58.0,68.0,84.0,99.0,110.0,118.0,119.0,118.0,113.0,106.0,96.0,85.0,75.0,67.0,62.0,60.0,59.0,58.0,58.0,57.0,57.0,56.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	119.0,29.079,0.294,1.11,0.535646387833	4.0	15.0	0	0	1	20160317-112155-4m-curb15-move10.json
365	26.373,26.421,26.469,26.517,26.565,26.613,26.661,26.709,26.757,26.805,26.862,26.91,26.958,27.006,27.054,27.102,27.15,27.198,27.246,27.294,27.342,27.39,27.438,27.486,27.534,27.582,27.63,27.678,27.726,27.774,27.822,27.87,27.918,27.966,28.014,28.062,28.11,28.158,28.206,28.254	54.0,54.0,54.0,54.0,54.0,58.0,70.0,87.0,103.0,113.0,119.0,122.0,121.0,117.0,110.0,100.0,90.0,80.0,71.0,65.0,62.0,61.0,60.0,60.0,58.0,57.0,56.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	122.0,31.236,0.297,1.113,0.520443925234	4.0	15.0	0	0	1	20160317-112155-4m-curb15-move10.json
366	26.379,26.427,26.475,26.523,26.571,26.619,26.667,26.715,26.763,26.811,26.865,26.913,26.961,27.009,27.057,27.105,27.153,27.201,27.249,27.297,27.345,27.393,27.441,27.489,27.537,27.585,27.633,27.681,27.729,27.777,27.825,27.873,27.921,27.969,28.017,28.065,28.113,28.161,28.209,28.257	54.0,54.0,54.0,54.0,54.0,57.0,64.0,75.0,86.0,94.0,98.0,98.0,95.0,89.0,82.0,75.0,69.0,63.0,59.0,57.0,56.0,55.0,56.0,57.0,58.0,57.0,57.0,56.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	98.0,19.581,0.294,1.158,0.536487758945	4.0	15.0	0	0	1	20160317-112155-4m-curb15-move10.json
367	26.511,26.559,26.607,26.655,26.703,26.751,26.799,26.864,26.912,26.96,27.008,27.056,27.104,27.152,27.2,27.248,27.296,27.344,27.392,27.44,27.488,27.536,27.584,27.632,27.68,27.728,27.776,27.824,27.872,27.92,27.968,28.016,28.064,28.112,28.16,28.208,28.256,28.304,28.352,28.4	54.0,54.0,54.0,54.0,54.0,57.0,66.0,85.0,98.0,107.0,112.0,114.0,113.0,109.0,103.0,93.0,83.0,74.0,67.0,63.0,60.0,59.0,58.0,58.0,57.0,57.0,56.0,55.0,55.0,56.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,55.0,55.0	114.0,27.2235,0.305,1.313,0.545384877384	4.0	15.0	0	0	1	20160317-112155-4m-curb15-move10.json
368	26.467,26.515,26.563,26.611,26.659,26.707,26.755,26.803,26.865,26.913,26.961,27.009,27.057,27.105,27.153,27.201,27.249,27.297,27.345,27.393,27.441,27.489,27.537,27.585,27.633,27.681,27.729,27.777,27.825,27.873,27.921,27.969,28.017,28.065,28.113,28.161,28.209,28.257,28.305,28.353	54.0,54.0,54.0,54.0,54.0,55.0,60.0,69.0,84.0,93.0,99.0,100.0,98.0,93.0,86.0,78.0,71.0,65.0,60.0,58.0,56.0,56.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	100.0,17.633,0.302,0.878,0.673595292331	4.0	15.0	0	0	1	20160317-112155-4m-curb15-move10.json
369	26.565,26.613,26.661,26.709,26.757,26.805,26.862,26.91,26.958,27.006,27.054,27.102,27.15,27.198,27.246,27.294,27.342,27.39,27.438,27.486,27.534,27.582,27.63,27.678,27.726,27.774,27.822,27.87,27.918,27.966,28.014,28.062,28.11,28.158,28.206,28.254,28.302,28.35,28.398,28.446	54.0,54.0,54.0,54.0,54.0,54.0,59.0,67.0,76.0,86.0,92.0,94.0,94.0,91.0,87.0,81.0,75.0,69.0,64.0,60.0,58.0,58.0,59.0,59.0,58.0,57.0,56.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	94.0,18.381,0.345,1.113,0.647043010753	4.0	15.0	0	0	1	20160317-112155-4m-curb15-move10.json
370	26.524,26.572,26.62,26.668,26.716,26.764,26.812,26.879,26.927,26.975,27.023,27.071,27.119,27.167,27.215,27.263,27.311,27.359,27.407,27.455,27.503,27.551,27.599,27.647,27.695,27.743,27.791,27.839,27.887,27.935,27.983,28.031,28.079,28.127,28.175,28.223,28.271,28.319,28.367,28.415	54.0,54.0,54.0,54.0,54.0,54.0,60.0,80.0,96.0,109.0,118.0,122.0,123.0,122.0,119.0,111.0,100.0,88.0,77.0,69.0,63.0,60.0,59.0,58.0,57.0,57.0,57.0,56.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	123.0,34.5865,0.355,1.219,0.573257823872	4.0	15.0	0	0	1	20160317-112155-4m-curb15-move10.json
371	26.582,26.63,26.678,26.726,26.774,26.822,26.87,26.918,26.966,27.014,27.062,27.11,27.158,27.206,27.254,27.302,27.35,27.398,27.446,27.494,27.542,27.59,27.638,27.686,27.734,27.782,27.83,27.878,27.926,27.974,28.022,28.07,28.118,28.166,28.214,28.262,28.31,28.358,28.406,28.454	54.0,54.0,54.0,54.0,54.0,55.0,63.0,80.0,99.0,113.0,121.0,126.0,127.0,126.0,122.0,115.0,105.0,93.0,82.0,73.0,67.0,65.0,64.0,63.0,61.0,59.0,57.0,56.0,56.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,55.0,55.0	127.0,39.6,0.336,1.248,0.457597173145	4.0	15.0	0	0	1	20160317-112155-4m-curb15-move10.json
372	26.488,26.536,26.584,26.632,26.68,26.728,26.776,26.824,26.872,26.92,26.968,27.016,27.064,27.112,27.16,27.208,27.256,27.304,27.352,27.4,27.448,27.496,27.544,27.592,27.64,27.688,27.736,27.784,27.832,27.88,27.928,27.976,28.024,28.072,28.12,28.168,28.216,28.264,28.312,28.36	54.0,54.0,54.0,54.0,55.0,58.0,63.0,70.0,76.0,81.0,82.0,81.0,78.0,74.0,70.0,66.0,62.0,59.0,57.0,56.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0	82.0,10.8,0.24,0.72,0.551724137931	4.0	15.0	0	0	1	20160317-113351-4m-curb15-move10.json
